tweet,emotion,product_filled,cleaned_tweets
rt @mention check out the @mention route {link} ; rsvp here -&gt; https://www.facebook.com/event.php?eid=141164002609303 #sxswi #sxsw,neutral,none,rt check route link rsvp gt sxswi sxsw
rt @mention check out the #dokobots game from @mention for iphone and android. seems pretty cool. #geogames #sxsw #tmsxsw,positive,ipad or iphone app,rt check dokobots game iphone android seems pretty cool geogames sxsw tmsxsw
rt @mention check out the daily recaps of #sxsw by @mention &amp; @mention at the @mention hotspot: {link},neutral,none,rt check daily recaps sxsw amp hotspot link
rt @mention check out the free @mention sampler on itunes! {link} #sxsw,positive,other apple product or service,rt check free sampler itunes link sxsw
rt @mention check out the free sxsw sampler on itunes! {link} #sxsw,neutral,none,rt check free sxsw sampler itunes link sxsw
rt @mention check out the new @mention app {link} - this is gonna be huge next week at #sxsw and beyond.,positive,none,rt check new app link gon na huge next week sxsw beyond
"rt @mention check out this new #android app #bizzy, we're using it to check out #sxsw {link}",positive,android app,rt check new android app bizzy using check sxsw link
rt @mention check out your mom has an ipad: designing for boomers at sxsw.{link} #sxsw,neutral,ipad,rt check mom ipad designing boomers sxswlink sxsw
rt @mention checking out the apple pop up store. looking fwd to checking out the ipad 2. #sxsw #mosaicxm mk {link},positive,ipad,rt checking apple pop store looking fwd checking ipad 2 sxsw mosaicxm mk link
"rt @mention checkins are fun, but we need to extend beyond just being fun and make checkins useful #sxsw #google",neutral,google,rt checkins fun need extend beyond fun make checkins useful sxsw google
"rt @mention checkout the #tronloungesxsw to see disney 2nd screen, free ipad app &amp; tronlegacy r3conf1gur3d soundtrax #sxsw",neutral,ipad,rt checkout tronloungesxsw see disney 2nd screen free ipad app amp tronlegacy r3conf1gur3d soundtrax sxsw
rt @mention checkout the league of extraordinary hackers at #sxsw by #lego and #google - {link},neutral,google,rt checkout league extraordinary hackers sxsw lego google link
"so @mention claims android phones were everywhere at last year's #sxsw. dude, the ios to android ratio is like 15-to-1. iphone 4 is everywhere",positive,iphone,claims android phones everywhere last years sxsw dude ios android ratio like 15to1 iphone 4 everywhere
rt @mention clearly #wp7dev won the mobile smackdown v iphone and android at iron dev #sxsw. kudos @mention,neutral,iphone,rt clearly wp7dev mobile smackdown v iphone android iron dev sxsw kudos
"rt @mention cnn to launch &quot;tv everywhere&quot; service for mobile, google tv and computers: {link} #sxsw",neutral,google,rt cnn launch quottv everywherequot service mobile google tv computers link sxsw
"rt @mention cnn to launch &quot;tv everywhere&quot; service for mobile, google tv and computers: {link} #sxsw @mention",neutral,google,rt cnn launch quottv everywherequot service mobile google tv computers link sxsw
rt @mention co founder of google teacher academy is bringing hs students from austin to show how they use tech: #sxsw #education,neutral,google,rt co founder google teacher academy bringing hs students austin show use tech sxsw education
rt @mention co founder of google teacher academy is bringing hs students from austin to show how they use tech: {link} #sxsw #education,neutral,google,rt co founder google teacher academy bringing hs students austin show use tech link sxsw education
"rt @mention come by aquent booth 1413 at #sxsw to learn about internetonlinewebsite.com, meet us &amp; enter to win an ipad 2!",neutral,ipad,rt come aquent booth 1413 sxsw learn internetonlinewebsitecom meet us amp enter win ipad 2
"rt @mention come by google's zone at #sxsw, they've set up a dodgeball court",neutral,google,rt come googles zone sxsw theyve set dodgeball court
rt @mention come celebrate w/ charity water tonight! (google is throwin the party). jump start your #sxsw week off right! studentsforcleanwater.org/rsvp,positive,google,rt come celebrate w charity water tonight google throwin party jump start sxsw week right studentsforcleanwaterorgrsvp
rt @mention come check out @mention ipad app demos at #arm's #sxswparty on mon! {link} #sxsw #sxsw2011,neutral,ipad,rt come check ipad app demos arms sxswparty mon link sxsw sxsw2011
rt @mention come get your morning cup of joe from the evri booth 206 - and sign up to win an ipad 2! #sxsw #sxswi,neutral,ipad,rt come get morning cup joe evri booth 206 sign win ipad 2 sxsw sxswi
rt @mention come over to the tech cocktail event tonight to check out our mobile smackdown event! #sxsw #iphone #android #windowsphone,neutral,iphone,rt come tech cocktail event tonight check mobile smackdown event sxsw iphone android windowsphone
"rt @mention come party down with @mention &amp; google tonight at #sxsw: {link} bands, food, art, interactive maps!",positive,google,rt come party amp google tonight sxsw link bands food art interactive maps
"rt @mention come party w/ @mention and google tonight at #sxsw: {link} bands, food, art, ice cream, nifty interactive maps!",neutral,google,rt come party w google tonight sxsw link bands food art ice cream nifty interactive maps
rt @mention come to singapore roar's party. the 512 at 6th street. {link} #sgroars #sxswi #sxsw,neutral,none,rt come singapore roars party 512 6th street link sgroars sxswi sxsw
rt @mention come to the 365plusmedia booth at #sxsw (across from google) -- like us on twitter at the booth and get a free @mention body scrub!!,neutral,google,rt come 365plusmedia booth sxsw across google like us twitter booth get free body scrub
rt @mention complete android guide (print) on sale at #sxsw bookstore today: $15. include 99-cent upgrade to 2.4/3.0-ready ebook. signing at 4:30!,neutral,android,rt complete android guide print sale sxsw bookstore today 15 include 99cent upgrade 2430ready ebook signing 430
rt @mention conan to his asst: 'lots of hipsters here..she's looking for a man w/ a fedora and an ipad 2' lol! #sxsw,neutral,ipad,rt conan asst lots hipsters hereshes looking man w fedora ipad 2 lol sxsw
rt @mention confirmed! apple store 2 week popup in austin for #sxsw now with picture! {link},neutral,apple,rt confirmed apple store 2 week popup austin sxsw picture link
rt @mention confirmed! apple store 2 week popup in austin for #sxsw now with picture! {link} ( via @mention who gave us no credit! ),neutral,apple,rt confirmed apple store 2 week popup austin sxsw picture link via gave us credit
rt @mention confusion over google circles. google claim circles is not being released at #sxsw and is not even in development. {link},neutral,google,rt confusion google circles google claim circles released sxsw even development link
rt @mention congrats to @mention for winning the ipad 2 raffled at the #smileyparty. check your inbox for details! #sxsw,positive,ipad,rt congrats winning ipad 2 raffled smileyparty check inbox details sxsw
"rt @mention contactless iphone payment system being trialled by visa &amp; anz bank, due to apple boycotting existing nfc {link} #sxsw",neutral,iphone,rt contactless iphone payment system trialled visa amp anz bank due apple boycotting existing nfc link sxsw
rt @mention cool! apple to open temporary store at sxsw {link} #sxsw,positive,apple,rt cool apple open temporary store sxsw link sxsw
rt @mention cool! apple to open temporary store at sxsw {link} #sxsw now peer pressure will make me buy ipad2,positive,apple,rt cool apple open temporary store sxsw link sxsw peer pressure make buy ipad2
"rt @mention cool. apple sets up 5,000 sq. ft. temporary store at #sxsw to sell ipad 2's. {link}",neutral,ipad,rt cool apple sets 5000 sq ft temporary store sxsw sell ipad 2s link
rt @mention could a game improve ecodriving habits? rt @mention ûï35 million miles a day are driven while being google maps navigation assisted.&quot;#sxsw,positive,other google product or service,rt could game improve ecodriving habits rt ûï35 million miles day driven google maps navigation assistedquotsxsw
rt @mention couple of new blogs: random tips on awesome iphone app dev: {link} and the politics behind html5: {link} #sxsw,neutral,iphone,rt couple new blogs random tips awesome iphone app dev link politics behind html5 link sxsw
rt @mention coyneûªs very own @mention and @mention are #sxsw. hereûªs how to keep up with them while they're on the road {link},neutral,none,rt coyneûªs sxsw hereûªs keep theyre road link
rt @mention crisiscommons: monitoring and collection of datasets - call for volunteers issued - {link} #sxsw #japanquake,neutral,none,rt crisiscommons monitoring collection datasets call volunteers issued link sxsw japanquake
"rt @mention cunning apple, keeping the #ipad2 popup store open late next to #sxsw parties for impulsive latû_ (cont) {link}",positive,apple,rt cunning apple keeping ipad2 popup store open late next sxsw parties impulsive latû_ cont link
rt @mention d/l @mention come to the uj* booth in acc hall 2! snap pics &amp; send em to us #fightthepaddle! {link} #sxsw,neutral,none,rt dl come uj booth acc hall 2 snap pics amp send em us fightthepaddle link sxsw
rt @mention dancing with myself at google 80s party.... ain't that the truth! need my girl @mention up in this joint #sxsw {link},neutral,google,rt dancing google 80s party aint truth need girl joint sxsw link
rt @mention danfung dennis will be demoing the immersive video rig and ipad platform used in to hell &amp; back again at our #sxsw party,neutral,ipad,rt danfung dennis demoing immersive video rig ipad platform used hell amp back sxsw party
rt @mention data is the new oil. (companies like google and facebook have monopoly and terms of service to be wary of) - @mention #sxsw,neutral,google,rt data new oil companies like google facebook monopoly terms service wary sxsw
rt @mention dawn's ipad app of the week is up early to help you prep for #sxsw: {link},positive,ipad or iphone app,rt dawns ipad app week early help prep sxsw link
rt @mention day 4: sxswi wrap-up with tracy shea @mention and rick and bobby liebling @mention - {link} #sxsw #hotsheet,neutral,none,rt day 4 sxswi wrapup tracy shea rick bobby liebling link sxsw hotsheet
"rt @mention day 5 of #sxsw already! what are you doing? share photos, video with ireport: {link} or through cnn iphone app!",neutral,iphone,rt day 5 sxsw already share photos video ireport link cnn iphone app
rt @mention dear folks at #sxsw. got lost? can use a free compass with map built-in? here's one: {link},neutral,none,rt dear folks sxsw got lost use free compass map builtin heres one link
